LocationID,Zone,Borough,latitude,longitude
1,Newark Airport,EWR,40.69183120640151,-74.17400027276302
2,Jamaica Bay,Queens,40.616745291659875,-73.83129854302209
3,Allerton/Pelham Gardens,Bronx,40.86447368477544,-73.84742223236718
4,Alphabet City,Manhattan,40.72375214158479,-73.97696825691769
5,Arden Heights,Staten Island,40.552659286945655,-74.1884841018493
6,Arrochar/Fort Wadsworth,Staten Island,40.60032414603465,-74.07177055895139
7,Astoria,Queens,40.76149256216375,-73.91969431946073
8,Astoria Park,Queens,40.77855865375072,-73.92308615750751
9,Auburndale,Queens,40.75103502557237,-73.78794887777892
10,Baisley Park,Queens,40.678953310115254,-73.79098635986959
11,Bath Beach,Brooklyn,40.60427284003079,-74.00748815801174
12,Battery Park,Manhattan,40.70294583498472,-74.01556351255897
13,Battery Park City,Manhattan,40.71203815707452,-74.01607915192933
14,Bay Ridge,Brooklyn,40.62483492360816,-74.02989237418788
15,Bay Terrace/Fort Totten,Queens,40.783333047261,-73.78597227877707
16,Bayside,Queens,40.762738375442424,-73.7734218189014
17,Bedford,Brooklyn,40.69150749488062,-73.9499050350751
18,Bedford Park,Bronx,40.867682456075414,-73.89018328872038
19,Bellerose,Queens,40.735486779763306,-73.72665537528708
20,Belmont,Bronx,40.85777967544162,-73.8858674810697
21,Bensonhurst East,Brooklyn,40.60142943983516,-73.98353709672227
22,Bensonhurst West,Brooklyn,40.61221825780563,-73.99525857986234
23,Bloomfield/Emerson Hill,Staten Island,40.606447701027484,-74.17088688155239
24,Bloomingdale,Manhattan,40.801970493899624,-73.96547951516966
25,Boerum Hill,Brooklyn,40.6856337413206,-73.98611382213656
26,Borough Park,Brooklyn,40.63094965524549,-73.98866123078284
27,Breezy Point/Fort Tilden/Riis Beach,Queens,40.559133279467574,-73.90690832237581
28,Briarwood/Jamaica Hills,Queens,40.711596357945076,-73.80872901637517
29,Brighton Beach,Brooklyn,40.5809219719338,-73.96121676866855
30,Broad Channel,Queens,40.60368744213565,-73.8219269567942
31,Bronx Park,Bronx,40.85774668091587,-73.87547595053033
32,Bronxdale,Bronx,40.864002206023585,-73.8649009987672
33,Brooklyn Heights,Brooklyn,40.69579822121127,-73.9952501199663
34,Brooklyn Navy Yard,Brooklyn,40.700855738517134,-73.9711886923304
35,Brownsville,Brooklyn,40.664003117925944,-73.9102578313613
36,Bushwick North,Brooklyn,40.70052219951917,-73.9177105313157
37,Bushwick South,Brooklyn,40.694994318442106,-73.92224002165717
38,Cambria Heights,Queens,40.694341467231745,-73.73555427058821
39,Canarsie,Brooklyn,40.63803713911706,-73.89973495669396
40,Carroll Gardens,Brooklyn,40.6791990140971,-73.99595619089148
41,Central Harlem,Manhattan,40.80433394979462,-73.95129200243511
42,Central Harlem North,Manhattan,40.81825786111925,-73.94077166756267
43,Central Park,Manhattan,40.782478099747884,-73.9655535654591
44,Charleston/Tottenville,Staten Island,40.52549458176375,-74.23353354937626
45,Chinatown,Manhattan,40.7124593117795,-73.9981514989905
46,City Island,Bronx,40.84908594313966,-73.78198714613222
47,Claremont/Bathgate,Bronx,40.842749176097996,-73.90031590586489
48,Clinton East,Manhattan,40.76225275531935,-73.98984464313298
49,Clinton Hill,Brooklyn,40.68796745714745,-73.9623635381836
50,Clinton West,Manhattan,40.76623772504185,-73.99513522075515
51,Co-Op City,Bronx,40.87397305492024,-73.82826367307185
52,Cobble Hill,Brooklyn,40.68665124165609,-73.99672403175194
53,College Point,Queens,40.78091235579112,-73.84281349543195
54,Columbia Street,Brooklyn,40.68720074733731,-74.00291127745281
55,Coney Island,Brooklyn,40.57696075363784,-73.98794343407202
56,Corona,Queens,40.74140677482974,-73.85884524944
56,Corona,Queens,40.75181936699948,-73.85358156034263
58,Country Club,Bronx,40.84145210068252,-73.82039319252782
59,Crotona Park,Bronx,40.8385502885279,-73.89498588493973
60,Crotona Park East,Bronx,40.833990477273865,-73.88590003419161
61,Crown Heights North,Brooklyn,40.67446941826645,-73.93928705867957
62,Crown Heights South,Brooklyn,40.66654040578562,-73.94878853931498
63,Cypress Hills,Brooklyn,40.68383976195103,-73.87817261050252
64,Douglaston,Queens,40.76061560532149,-73.73933714992859
65,Downtown Brooklyn/MetroTech,Brooklyn,40.695337529461135,-73.98608600498395
66,DUMBO/Vinegar Hill,Brooklyn,40.70225893882252,-73.98570161582295
67,Dyker Heights,Brooklyn,40.61961946783515,-74.01380148744015
68,East Chelsea,Manhattan,40.74842755506573,-73.99991742024713
69,East Concourse/Concourse Village,Bronx,40.83141669708519,-73.91502929553268
70,East Elmhurst,Queens,40.76335220113318,-73.86839559842028
71,East Flatbush/Farragut,Brooklyn,40.64428817438918,-73.93796627061691
72,East Flatbush/Remsen Village,Brooklyn,40.652364804077415,-73.92225097400491
73,East Flushing,Queens,40.75410888689295,-73.80729418212232
74,East Harlem North,Manhattan,40.80116948058648,-73.93734560812489
75,East Harlem South,Manhattan,40.7900107514954,-73.94575026755157
76,East New York,Brooklyn,40.660935196550554,-73.87682061127182
77,East New York/Pennsylvania Avenue,Brooklyn,40.66655893903527,-73.89536411750328
78,East Tremont,Bronx,40.84496041014611,-73.88552181587428
79,East Village,Manhattan,40.72762019590954,-73.98593745682462
80,East Williamsburg,Brooklyn,40.71536988214351,-73.9367931449188
81,Eastchester,Bronx,40.8809354114894,-73.83664334408301
82,Elmhurst,Queens,40.739495646778145,-73.87711833280918
83,Elmhurst/Maspeth,Queens,40.738323813826014,-73.89217338112859
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.52868644656622,-74.18767433468824
85,Erasmus,Brooklyn,40.64611634689506,-73.95162318261006
86,Far Rockaway,Queens,40.60243279341668,-73.75524369679584
87,Financial District North,Manhattan,40.70680845166581,-74.00749598562425
88,Financial District South,Manhattan,40.70335790323616,-74.01151502922319
89,Flatbush/Ditmas Park,Brooklyn,40.63790012347375,-73.96096824906371
90,Flatiron,Manhattan,40.74227862901229,-73.99697141558367
91,Flatlands,Brooklyn,40.62627276333637,-73.93009701219938
92,Flushing,Queens,40.76110218983439,-73.82885869884265
93,Flushing Meadows-Corona Park,Queens,40.74067587216067,-73.84086726234155
94,Fordham South,Bronx,40.85815519618403,-73.89953593442145
95,Forest Hills,Queens,40.72143227502132,-73.84766941187516
96,Forest Park/Highland Park,Queens,40.697000613101174,-73.8715584251816
97,Fort Greene,Brooklyn,40.69078679421089,-73.97488208618893
98,Fresh Meadows,Queens,40.734462628200944,-73.77725346665981
99,Freshkills Park,Staten Island,40.57677363548708,-74.18641851305908
100,Garment District,Manhattan,40.75351275872571,-73.9887865991153
101,Glen Oaks,Queens,40.74599381838418,-73.71102598691232
102,Glendale,Queens,40.703545610762916,-73.87573576709777
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.689860103660195,-74.04528829364003
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867362614,-74.04077076873652
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878423861304,-74.0190727263684
106,Gowanus,Brooklyn,40.673512796860756,-73.9906472736312
107,Gramercy,Manhattan,40.73682405761895,-73.9840521326891
108,Gravesend,Brooklyn,40.588403465290305,-73.98143115020046
109,Great Kills,Staten Island,40.55186299807705,-74.1508898076054
110,Great Kills Park,Staten Island,40.54578031659564,-74.12834244237271
111,Green-Wood Cemetery,Brooklyn,40.652137270419054,-73.99023450433016
112,Greenpoint,Brooklyn,40.729506284208796,-73.94954030482205
113,Greenwich Village North,Manhattan,40.732579073027026,-73.99430477051166
114,Greenwich Village South,Manhattan,40.7283403913723,-73.99738026020042
115,Grymes Hill/Clifton,Staten Island,40.617971375889276,-74.08783880974957
116,Hamilton Heights,Manhattan,40.827012654925355,-73.94852173020874
117,Hammels/Arverne,Queens,40.59405875281394,-73.7896220825008
118,Heartland Village/Todt Hill,Staten Island,40.58655462662628,-74.13297872511701
119,Highbridge,Bronx,40.83782699169884,-73.92615723620794
120,Highbridge Park,Manhattan,40.84666774830276,-73.9301821974283
121,Hillcrest/Pomonok,Queens,40.728333322973114,-73.80244428186224
122,Hollis,Queens,40.710639284251066,-73.761136997306
123,Homecrest,Brooklyn,40.59995429251392,-73.964333671339
124,Howard Beach,Queens,40.65824796123064,-73.8449185843855
125,Hudson Sq,Manhattan,40.726290410281216,-74.00748581800951
126,Hunts Point,Bronx,40.81207445859208,-73.8855375214943
127,Inwood,Manhattan,40.86607500072786,-73.91930823586209
128,Inwood Hill Park,Manhattan,40.872378809573654,-73.9243698171611
129,Jackson Heights,Queens,40.75731206303918,-73.8853172406108
130,Jamaica,Queens,40.70436877745508,-73.79397965822713
131,Jamaica Estates,Queens,40.720655238749586,-73.77610076139936
132,JFK Airport,Queens,40.64698489239528,-73.78653298335001
133,Kensington,Brooklyn,40.640590070674506,-73.97619898951329
134,Kew Gardens,Queens,40.70805099798806,-73.82871246597533
135,Kew Gardens Hills,Queens,40.7283776832573,-73.8211959038747
136,Kingsbridge Heights,Bronx,40.86526419152492,-73.90591118270507
137,Kips Bay,Manhattan,40.74043897859643,-73.97649472376759
138,LaGuardia Airport,Queens,40.774375705932435,-73.87362864289085
139,Laurelton,Queens,40.677097797909006,-73.74423435166723
140,Lenox Hill East,Manhattan,40.76548408788984,-73.95473878380501
141,Lenox Hill West,Manhattan,40.76694821638321,-73.95963474149167
142,Lincoln Square East,Manhattan,40.77363329302708,-73.98153220639182
143,Lincoln Square West,Manhattan,40.77596522876101,-73.98764554944397
144,Little Italy/NoLiTa,Manhattan,40.72088889344528,-73.99691854183824
145,Long Island City/Hunters Point,Queens,40.74537943399848,-73.94889145447944
146,Long Island City/Queens Plaza,Queens,40.754242520500306,-73.93482888929141
147,Longwood,Bronx,40.81967597930494,-73.89895638182651
148,Lower East Side,Manhattan,40.718938359380246,-73.99089626184728
149,Madison,Brooklyn,40.6049135955638,-73.94813559494118
150,Manhattan Beach,Brooklyn,40.580473274262125,-73.94362872180572
151,Manhattan Valley,Manhattan,40.79796199310006,-73.96816833309242
152,Manhattanville,Manhattan,40.81797514762945,-73.95378223705627
153,Marble Hill,Manhattan,40.87596780221242,-73.91037866410579
154,Marine Park/Floyd Bennett Field,Brooklyn,40.59357083658516,-73.9025965869309
155,Marine Park/Mill Basin,Brooklyn,40.61459098927573,-73.91527709386853
156,Mariners Harbor,Staten Island,40.631307692853056,-74.16723534170745
157,Maspeth,Queens,40.72399507493358,-73.90232968131379
158,Meatpacking/West Village West,Manhattan,40.735035400696674,-74.00898410478533
159,Melrose South,Bronx,40.81825974768983,-73.9128493979915
160,Middle Village,Queens,40.718336770013686,-73.88005140814946
161,Midtown Center,Manhattan,40.75802804352629,-73.97769793122407
162,Midtown East,Manhattan,40.75668765218882,-73.97235594352027
163,Midtown North,Manhattan,40.76442140578678,-73.97756868222714
164,Midtown South,Manhattan,40.748574629356725,-73.98515639467682
165,Midwood,Brooklyn,40.62092404874625,-73.95682460583802
166,Morningside Heights,Manhattan,40.80945696112528,-73.9617635968293
167,Morrisania/Melrose,Bronx,40.82751255686397,-73.90235177500064
168,Mott Haven/Port Morris,Bronx,40.807347167665306,-73.91682193806467
169,Mount Hope,Bronx,40.849058377391245,-73.90512221938542
170,Murray Hill,Manhattan,40.7477457936439,-73.97849159965229
171,Murray Hill-Queens,Queens,40.76835162630844,-73.80954582099432
172,New Dorp/Midland Beach,Staten Island,40.5717688929326,-74.10501900721482
173,North Corona,Queens,40.7525792391496,-73.86303754486683
174,Norwood,Bronx,40.877137602876566,-73.87902225226017
175,Oakland Gardens,Queens,40.7426721034827,-73.75462173612384
176,Oakwood,Staten Island,40.561994234584134,-74.1225840297696
177,Ocean Hill,Brooklyn,40.676644101040154,-73.91363213611346
178,Ocean Parkway South,Brooklyn,40.61731493715171,-73.97032580128304
179,Old Astoria,Queens,40.77157024358339,-73.92833318686124
180,Ozone Park,Queens,40.67559499070669,-73.84704317269401
181,Park Slope,Brooklyn,40.67037432591724,-73.98141374048754
182,Parkchester,Bronx,40.83774866435354,-73.85798694048579
183,Pelham Bay,Bronx,40.8491726171826,-73.83158179959663
184,Pelham Bay Park,Bronx,40.86827620354769,-73.80785726631254
185,Pelham Parkway,Bronx,40.85440471268922,-73.85439380221172
186,Penn Station/Madison Sq West,Manhattan,40.748497181405014,-73.9924375369761
187,Port Richmond,Staten Island,40.62816687457197,-74.14078750231761
188,Prospect-Lefferts Gardens,Brooklyn,40.65874445085672,-73.94744164500473
189,Prospect Heights,Brooklyn,40.67763538934729,-73.96758681222951
190,Prospect Park,Brooklyn,40.66162215835685,-73.9689137427063
191,Queens Village,Queens,40.71545451530522,-73.7415317699754
192,Queensboro Hill,Queens,40.74375148543156,-73.81522935845766
193,Queensbridge/Ravenswood,Queens,40.760313635026954,-73.94199705818417
194,Randalls Island,Manhattan,40.791000781711254,-73.92459630024565
195,Red Hook,Brooklyn,40.67554886228092,-74.00917849113321
196,Rego Park,Queens,40.72615563957921,-73.86333855806276
197,Richmond Hill,Queens,40.69454235438128,-73.83092407449993
198,Ridgewood,Queens,40.70652679441958,-73.90170926444722
199,Rikers Island,Bronx,40.79113290307751,-73.88265824700589
200,Riverdale/North Riverdale/Fieldston,Bronx,40.89952906437648,-73.90698710771424
201,Rockaway Park,Queens,40.57798249377503,-73.84345281477815
202,Roosevelt Island,Manhattan,40.76189974995508,-73.94995171169583
203,Rosedale,Queens,40.657853418019414,-73.739472559873
204,Rossville/Woodrow,Staten Island,40.54033400529606,-74.20782608356556
205,Saint Albans,Queens,40.69120144680615,-73.76314612543833
206,Saint George/New Brighton,Staten Island,40.638972205166525,-74.10231250352737
207,Saint Michaels Cemetery/Woodside,Queens,40.76398558883052,-73.89935256434534
208,Schuylerville/Edgewater Park,Bronx,40.823318583877516,-73.82354011891928
209,Seaport,Manhattan,40.709072742793076,-74.00366456329895
210,Sheepshead Bay,Brooklyn,40.5920234643643,-73.94050716694059
211,SoHo,Manhattan,40.72388811004175,-74.00153756565635
212,Soundview/Bruckner,Bronx,40.82790214858739,-73.86967965711672
213,Soundview/Castle Hill,Bronx,40.817858557708114,-73.85813498781425
214,South Beach/Dongan Hills,Staten Island,40.58678663305195,-74.08551235826931
215,South Jamaica,Queens,40.69442755408878,-73.79096393223053
216,South Ozone Park,Queens,40.676154037213855,-73.81945963682767
217,South Williamsburg,Brooklyn,40.70391644046577,-73.95859684507167
218,Springfield Gardens North,Queens,40.672089706767345,-73.77303565610488
219,Springfield Gardens South,Queens,40.66218488071144,-73.76450578558232
220,Spuyten Duyvil/Kingsbridge,Bronx,40.8824031132092,-73.9106646756443
221,Stapleton,Staten Island,40.618769278732046,-74.07370444530247
222,Starrett City,Brooklyn,40.64752703432357,-73.88241292571807
223,Steinway,Queens,40.777426920532754,-73.9054077340983
224,Stuy Town/Peter Cooper Village,Manhattan,40.73182063601678,-73.97659767323344
225,Stuyvesant Heights,Brooklyn,40.68816818695491,-73.93188826440705
226,Sunnyside,Queens,40.73769895644441,-73.92467306585057
227,Sunset Park East,Brooklyn,40.64188631576521,-74.00465205914726
228,Sunset Park West,Brooklyn,40.65235464953844,-74.01127116962897
229,Sutton Place/Turtle Bay North,Manhattan,40.75672894163307,-73.96514579918423
230,Times Sq/Theatre District,Manhattan,40.75981761719186,-73.9841964890757
231,TriBeCa/Civic Center,Manhattan,40.717772736265175,-74.00787970866406
232,Two Bridges/Seward Park,Manhattan,40.71473250693941,-73.9830245583349
233,UN/Turtle Bay South,Manhattan,40.74991407790216,-73.97044256869239
234,Union Sq,Manhattan,40.74033744175701,-73.99045782354736
235,University Heights/Morris Heights,Bronx,40.85252114926356,-73.91597542466452
236,Upper East Side North,Manhattan,40.780436437189955,-73.95701169835736
237,Upper East Side South,Manhattan,40.76861518381157,-73.96563453538069
238,Upper West Side North,Manhattan,40.79170493442707,-73.97304890061592
239,Upper West Side South,Manhattan,40.78396143031379,-73.97863194845084
240,Van Cortlandt Park,Bronx,40.894599127507014,-73.88197807761941
241,Van Cortlandt Village,Bronx,40.87651237544554,-73.89562001785482
242,Van Nest/Morris Park,Bronx,40.846782895809845,-73.8506705770834
243,Washington Heights North,Manhattan,40.8571082833144,-73.93283148761299
244,Washington Heights South,Manhattan,40.84170877111965,-73.94139910573635
245,West Brighton,Staten Island,40.630049391830696,-74.1028601101664
246,West Chelsea/Hudson Yards,Manhattan,40.753309065983466,-74.00401512528673
247,West Concourse,Bronx,40.82898823048454,-73.92440873264246
248,West Farms/Bronx River,Bronx,40.83416531682762,-73.87228927297005
249,West Village,Manhattan,40.73457600733173,-74.00287495910837
250,Westchester Village/Unionport,Bronx,40.832101659632144,-73.84864070062375
251,Westerleigh,Staten Island,40.61688000771181,-74.12534779829352
252,Whitestone,Queens,40.788193016728876,-73.81565681271
253,Willets Point,Queens,40.76063075217259,-73.84124393899134
254,Williamsbridge/Olinville,Bronx,40.88215708304706,-73.85894823975754
255,Williamsburg (North Side),Brooklyn,40.718803918129936,-73.95741813122196
256,Williamsburg (South Side),Brooklyn,40.71087993337741,-73.95990462730529
257,Windsor Terrace,Brooklyn,40.65361187133661,-73.97798241330014
258,Woodhaven,Queens,40.68872135698131,-73.85576675985426
259,Woodlawn/Wakefield,Bronx,40.8979320252947,-73.85221545370119
260,Woodside,Queens,40.7442347178015,-73.90630644197881
261,World Trade Center,Manhattan,40.709138940671856,-74.01302277174898
262,Yorkville East,Manhattan,40.775932403149966,-73.94651035601466
263,Yorkville West,Manhattan,40.77876585543438,-73.951009874818
